,alpha,std2,delta,pdf_type,h,ARL0,ARL1,CompTime
3143,0.9,6.0,1.5,Bigaussian,2.6685603437477363,68.30092592592592,2.7261437908496733,1.9896020169990245e-05
3144,0.9,6.0,1.5,Bigaussian,2.7927138057865895,78.33577023498694,2.859363957597173,1.9791972461149185e-05
3145,0.9,6.0,1.5,Bigaussian,2.9168672678254426,87.67593528816987,3.041891891891892,1.619134445635112e-05
3146,0.9,6.0,1.5,Bigaussian,3.0410207298642957,100.74120082815735,3.1620338983050846,1.8187127964514518e-05
3147,0.9,6.0,1.5,Bigaussian,3.1651741919031493,109.43816254416961,3.213157894736842,1.8062708290937387e-05
3148,0.9,6.0,1.5,Bigaussian,3.2893276539420024,123.43223819301848,3.342955326460481,1.9634407026780304e-05
3149,0.9,6.0,1.5,Bigaussian,3.4134811159808556,142.95286016949152,3.4830917874396135,1.866471060679743e-05
3150,0.9,6.0,1.5,Bigaussian,3.5376345780197087,161.10714285714286,3.5068990559186637,1.7954712050039497e-05
3151,0.9,6.0,1.5,Bigaussian,3.661788040058562,183.0193260654113,3.7419354838709675,1.6091420798760758e-05
3152,0.9,6.0,1.5,Bigaussian,3.785941502097415,216.5076923076923,3.887696709585122,1.8074015867966036e-05
3153,0.9,6.0,1.5,Bigaussian,3.910094964136268,226.75713570355532,4.096546863988724,1.6270710286044135e-05
3154,0.9,6.0,1.5,Bigaussian,4.034248426175122,262.42938144329895,4.10931768158474,1.6033182457183717e-05
3155,0.9,6.0,1.5,Bigaussian,4.158401888213975,297.85571642536195,4.351838500360491,1.566903742295818e-05
3156,0.9,6.0,1.5,Bigaussian,4.282555350252828,346.8853853853854,4.2807807807807805,1.5785771018502897e-05
3157,0.9,6.0,1.5,Bigaussian,4.406708812291681,398.2409819639279,4.589782118707738,1.6549733245761245e-05
3158,0.9,6.0,1.5,Bigaussian,4.530862274330534,441.98349664775657,4.62343404568902,1.6916423237749787e-05
3159,0.9,6.0,1.5,Bigaussian,4.655015736369387,503.87599206349205,4.739370078740158,1.703210125202055e-05
3160,0.9,6.0,1.5,PWG,2.5257099533942946,41.31776649746193,2.6449086161879896,6.073055231199665e-06
